mode,selectivity,threshold,query_idx,query,strategy,recall_at_k,completeness_at_k,n_returned,candidates,gls_rho,lat_p50_ms,lat_p95_ms
uncorrelated,0.09938781379678704,100,19,বিনিয়োগ বাজার,over_fetch,0.6,0.6,6,100,-0.24711935535426136,6.195308989845216,6.217878311872482
uncorrelated,0.09938781379678704,100,19,বিনিয়োগ বাজার,iterative,1.0,1.0,10,160,-0.24711935535426136,25.6294829887338,27.360396285075694
uncorrelated,0.05082378076338387,50,0,বিশ্ববিদ্যালয় ভর্তি,pre_filter,1.0,1.0,10,10,-0.11917342211928196,347.86191402236,360.52080372464843
uncorrelated,0.05082378076338387,50,0,বিশ্ববিদ্যালয় ভর্তি,post_filter,0.2,0.2,2,10,-0.11917342211928196,5.045949015766382,5.927081394474953
uncorrelated,0.05082378076338387,50,0,বিশ্ববিদ্যালয় ভর্তি,over_fetch,0.4,0.4,4,100,-0.11917342211928196,4.785505007021129,5.077027599327266
uncorrelated,0.05082378076338387,50,0,বিশ্ববিদ্যালয় ভর্তি,iterative,1.0,1.0,10,320,-0.11917342211928196,30.868446978274733,33.677373081445694
uncorrelated,0.05082378076338387,50,1,শিক্ষা নীতি পরিবর্তন,pre_filter,1.0,1.0,10,10,0.27819320731376423,359.5054029719904,368.1868146988563
uncorrelated,0.05082378076338387,50,1,শিক্ষা নীতি পরিবর্তন,post_filter,0.0,0.0,0,10,0.27819320731376423,4.664073989260942,5.123956012539566
uncorrelated,0.05082378076338387,50,1,শিক্ষা নীতি পরিবর্তন,over_fetch,0.9,0.9,9,100,0.27819320731376423,4.822475020773709,5.110184318618849
uncorrelated,0.05082378076338387,50,1,শিক্ষা নীতি পরিবর্তন,iterative,1.0,1.0,10,160,0.27819320731376423,23.730522021651268,23.83594079874456
uncorrelated,0.05082378076338387,50,2,স্কুল শিক্ষার্থী,pre_filter,1.0,1.0,10,10,-0.11917342211928196,343.6112920171581,353.58870460186154
uncorrelated,0.05082378076338387,50,2,স্কুল শিক্ষার্থী,post_filter,0.1,0.1,1,10,-0.11917342211928196,6.059661973267794,6.6645915736444294
uncorrelated,0.05082378076338387,50,2,স্কুল শিক্ষার্থী,over_fetch,0.4,0.4,4,100,-0.11917342211928196,5.984569026622921,6.4092295069713145
uncorrelated,0.05082378076338387,50,2,স্কুল শিক্ষার্থী,iterative,1.0,1.0,10,320,-0.11917342211928196,37.16246300609782,40.11655549984425
uncorrelated,0.05082378076338387,50,3,পরীক্ষার ফলাফল,pre_filter,1.0,1.0,10,10,0.27819320731376423,360.54439400322735,362.81435870332643
uncorrelated,0.05082378076338387,50,3,পরীক্ষার ফলাফল,post_filter,0.1,0.1,1,10,0.27819320731376423,4.63247497100383,5.287981918081641
uncorrelated,0.05082378076338387,50,3,পরীক্ষার ফলাফল,over_fetch,0.9,0.9,9,100,0.27819320731376423,4.947362991515547,5.204565881285816
uncorrelated,0.05082378076338387,50,3,পরীক্ষার ফলাফল,iterative,1.0,1.0,10,160,0.27819320731376423,24.29799799574539,24.482181202620268
uncorrelated,0.05082378076338387,50,4,নির্বাচন কমিশন,pre_filter,1.0,1.0,10,10,0.27819320731376423,355.44357099570334,356.85099553084
uncorrelated,0.05082378076338387,50,4,নির্বাচন কমিশন,post_filter,0.0,0.0,0,10,0.27819320731376423,4.676898999605328,5.216121394187212
uncorrelated,0.05082378076338387,50,4,নির্বাচন কমিশন,over_fetch,0.7,0.7,7,100,0.27819320731376423,4.885605012532324,5.228425795212388
uncorrelated,0.05082378076338387,50,4,নির্বাচন কমিশন,iterative,0.8,1.0,10,160,0.27819320731376423,23.934649012517184,25.391424098052084
uncorrelated,0.05082378076338387,50,5,রাজনৈতিক দল,pre_filter,1.0,1.0,10,10,-0.008170500621447026,352.8928239829838,369.67131070559844
uncorrelated,0.05082378076338387,50,5,রাজনৈতিক দল,post_filter,0.0,0.0,0,10,-0.008170500621447026,5.04642998566851,5.219603510340676
uncorrelated,0.05082378076338387,50,5,রাজনৈতিক দল,over_fetch,0.5,0.5,5,100,-0.008170500621447026,5.932099011261016,6.3230536063201725
uncorrelated,0.05082378076338387,50,5,রাজনৈতিক দল,iterative,1.0,1.0,10,320,-0.008170500621447026,37.38406399497762,37.757516285637394
uncorrelated,0.05082378076338387,50,6,সংসদ নির্বাচন,pre_filter,1.0,1.0,10,10,0.15871229252600547,337.81713497592136,363.0323270102963
uncorrelated,0.05082378076338387,50,6,সংসদ নির্বাচন,post_filter,0.0,0.0,0,10,0.15871229252600547,5.714297003578395,6.892037903890014
uncorrelated,0.05082378076338387,50,6,সংসদ নির্বাচন,over_fetch,0.7,0.7,7,100,0.15871229252600547,6.701930018607527,6.962947983993217
uncorrelated,0.05082378076338387,50,6,সংসদ নির্বাচন,iterative,1.0,1.0,10,160,0.15871229252600547,27.9666050337255,29.44238807540387
uncorrelated,0.05082378076338387,50,7,মন্ত্রিসভার সিদ্ধান্ত,pre_filter,1.0,1.0,10,10,0.08280009194243215,344.99984502326697,348.7369465176016
uncorrelated,0.05082378076338387,50,7,মন্ত্রিসভার সিদ্ধান্ত,post_filter,0.0,0.0,0,10,0.08280009194243215,5.510009010322392,6.11181918065995
uncorrelated,0.05082378076338387,50,7,মন্ত্রিসভার সিদ্ধান্ত,over_fetch,0.8,0.8,8,100,0.08280009194243215,6.2190429889597,6.320485600735992
uncorrelated,0.05082378076338387,50,7,মন্ত্রিসভার সিদ্ধান্ত,iterative,1.0,1.0,10,160,0.08280009194243215,27.56006404524669,28.801285498775542
uncorrelated,0.05082378076338387,50,8,কৃত্রিম বুদ্ধিমত্তা,pre_filter,1.0,1.0,10,10,0.22301923294348208,345.56499699829146,359.66149179730564
uncorrelated,0.05082378076338387,50,8,কৃত্রিম বুদ্ধিমত্তা,post_filter,0.0,0.0,0,10,0.22301923294348208,4.6841930015943944,5.3733067703433335
uncorrelated,0.05082378076338387,50,8,কৃত্রিম বুদ্ধিমত্তা,over_fetch,0.6,0.6,6,100,0.22301923294348208,5.009590007830411,5.375791899859905
uncorrelated,0.05082378076338387,50,8,কৃত্রিম বুদ্ধিমত্তা,iterative,0.9,1.0,10,320,0.22301923294348208,33.07553305057809,33.87506147264503
uncorrelated,0.05082378076338387,50,9,তথ্য প্রযুক্তি,pre_filter,1.0,1.0,10,10,0.27819320731376423,340.98209597868845,351.51752119418234
uncorrelated,0.05082378076338387,50,9,তথ্য প্রযুক্তি,post_filter,0.2,0.2,2,10,0.27819320731376423,4.529160039965063,5.077804531902075
uncorrelated,0.05082378076338387,50,9,তথ্য প্রযুক্তি,over_fetch,0.8,0.8,8,100,0.27819320731376423,5.240537982899696,5.830075789708644
uncorrelated,0.05082378076338387,50,9,তথ্য প্রযুক্তি,iterative,0.9,1.0,10,160,0.27819320731376423,25.21829301258549,26.33901978842914
uncorrelated,0.05082378076338387,50,10,মোবাইল ইন্টারনেট,pre_filter,1.0,1.0,10,10,0.08280009194243215,342.29764103656635,350.9154631930869
uncorrelated,0.05082378076338387,50,10,মোবাইল ইন্টারনেট,post_filter,0.0,0.0,0,10,0.08280009194243215,5.084471020381898,5.922152294078842
uncorrelated,0.05082378076338387,50,10,মোবাইল ইন্টারনেট,over_fetch,0.7,0.7,7,100,0.08280009194243215,4.883370012976229,5.078743794001639
uncorrelated,0.05082378076338387,50,10,মোবাইল ইন্টারনেট,iterative,1.0,1.0,10,160,0.08280009194243215,24.05520697357133,24.522996379528195
uncorrelated,0.05082378076338387,50,11,সাইবার নিরাপত্তা,pre_filter,1.0,1.0,10,10,-0.11917342211928196,354.748812969774,360.713994060643
uncorrelated,0.05082378076338387,50,11,সাইবার নিরাপত্তা,post_filter,0.0,0.0,0,10,-0.11917342211928196,4.814711050130427,5.238874693168327
uncorrelated,0.05082378076338387,50,11,সাইবার নিরাপত্তা,over_fetch,0.4,0.4,4,100,-0.11917342211928196,5.011583969462663,5.319626088021323
uncorrelated,0.05082378076338387,50,11,সাইবার নিরাপত্তা,iterative,1.0,1.0,10,320,-0.11917342211928196,30.831236974336207,32.00688627548516
uncorrelated,0.05082378076338387,50,12,বাংলাদেশ ক্রিকেট দল,pre_filter,1.0,1.0,10,10,0.15871229252600547,348.5085980501026,358.64476519054733
uncorrelated,0.05082378076338387,50,12,বাংলাদেশ ক্রিকেট দল,post_filter,0.0,0.0,0,10,0.15871229252600547,5.2048409706912935,5.428203026531264
uncorrelated,0.05082378076338387,50,12,বাংলাদেশ ক্রিকেট দল,over_fetch,0.7,0.7,7,100,0.15871229252600547,5.161818990018219,5.453702475642785
uncorrelated,0.05082378076338387,50,12,বাংলাদেশ ক্রিকেট দল,iterative,1.0,1.0,10,160,0.15871229252600547,26.527456007897854,28.707411693176255
uncorrelated,0.05082378076338387,50,13,ফুটবল ম্যাচ,pre_filter,1.0,1.0,10,10,-0.11917342211928196,343.2677499949932,372.35760763287544
uncorrelated,0.05082378076338387,50,13,ফুটবল ম্যাচ,post_filter,0.0,0.0,0,10,-0.11917342211928196,5.836108000949025,7.759598770644516
uncorrelated,0.05082378076338387,50,13,ফুটবল ম্যাচ,over_fetch,0.4,0.4,4,100,-0.11917342211928196,4.5857770019210875,4.903881071368232
uncorrelated,0.05082378076338387,50,13,ফুটবল ম্যাচ,iterative,0.9,1.0,10,320,-0.11917342211928196,29.039288987405598,29.044924769550562
uncorrelated,0.05082378076338387,50,14,বিশ্বকাপ ক্রিকেট,pre_filter,1.0,1.0,10,10,-0.25764423003604164,342.03751699533314,348.2036087429151
uncorrelated,0.05082378076338387,50,14,বিশ্বকাপ ক্রিকেট,post_filter,0.0,0.0,0,10,-0.25764423003604164,4.2578139691613615,4.708435037173331
uncorrelated,0.05082378076338387,50,14,বিশ্বকাপ ক্রিকেট,over_fetch,0.3,0.3,3,100,-0.25764423003604164,4.421004035975784,4.848098987713456
uncorrelated,0.05082378076338387,50,14,বিশ্বকাপ ক্রিকেট,iterative,1.0,1.0,10,320,-0.25764423003604164,28.04098604246974,28.15081391017884
uncorrelated,0.05082378076338387,50,15,খেলোয়াড় নির্বাচন,pre_filter,1.0,1.0,10,10,-0.008170500621447026,338.83052499732,349.57725851563737
uncorrelated,0.05082378076338387,50,15,খেলোয়াড় নির্বাচন,post_filter,0.1,0.1,1,10,-0.008170500621447026,4.390977032016963,4.798712144838646
uncorrelated,0.05082378076338387,50,15,খেলোয়াড় নির্বাচন,over_fetch,0.7,0.7,7,100,-0.008170500621447026,4.602068045642227,4.97034351574257
uncorrelated,0.05082378076338387,50,15,খেলোয়াড় নির্বাচন,iterative,1.0,1.0,10,320,-0.008170500621447026,29.17362400330603,30.16274562687613
uncorrelated,0.05082378076338387,50,16,শেয়ার বাজার,pre_filter,1.0,1.0,10,10,0.22301923294348208,337.3527330113575,348.76638805726543
uncorrelated,0.05082378076338387,50,16,শেয়ার বাজার,post_filter,0.1,0.1,1,10,0.22301923294348208,4.897537000942975,5.977091501699761
uncorrelated,0.05082378076338387,50,16,শেয়ার বাজার,over_fetch,0.8,0.8,8,100,0.22301923294348208,4.640810948330909,4.8997275182046
uncorrelated,0.05082378076338387,50,16,শেয়ার বাজার,iterative,1.0,1.0,10,160,0.22301923294348208,25.674948992673308,26.6696433769539
uncorrelated,0.05082378076338387,50,17,ব্যাংক ঋণ,pre_filter,1.0,1.0,10,10,0.27819320731376423,334.3738940311596,337.6306447898969
uncorrelated,0.05082378076338387,50,17,ব্যাংক ঋণ,post_filter,0.1,0.1,1,10,0.27819320731376423,4.409461980685592,4.747151886112988
uncorrelated,0.05082378076338387,50,17,ব্যাংক ঋণ,over_fetch,0.9,0.9,9,100,0.27819320731376423,4.503710952121764,4.682501399656758
uncorrelated,0.05082378076338387,50,17,ব্যাংক ঋণ,iterative,1.0,1.0,10,160,0.27819320731376423,22.419133980292827,22.757853497751057
uncorrelated,0.05082378076338387,50,18,অর্থনৈতিক প্রবৃদ্ধি,pre_filter,1.0,1.0,10,10,0.08280009194243215,326.156610972248,342.5382102839649
uncorrelated,0.05082378076338387,50,18,অর্থনৈতিক প্রবৃদ্ধি,post_filter,0.1,0.1,1,10,0.08280009194243215,4.732805013190955,5.18650941667147
uncorrelated,0.05082378076338387,50,18,অর্থনৈতিক প্রবৃদ্ধি,over_fetch,0.6,0.6,6,100,0.08280009194243215,4.993350012227893,5.335980892414227
uncorrelated,0.05082378076338387,50,18,অর্থনৈতিক প্রবৃদ্ধি,iterative,1.0,1.0,10,320,0.08280009194243215,28.338450007140636,28.403644188074395
uncorrelated,0.05082378076338387,50,19,বিনিয়োগ বাজার,pre_filter,1.0,1.0,10,10,-0.25764423003604164,321.57933100825176,346.09560731914826
uncorrelated,0.05082378076338387,50,19,বিনিয়োগ বাজার,post_filter,0.0,0.0,0,10,-0.25764423003604164,4.694042028859258,4.717892000917345
uncorrelated,0.05082378076338387,50,19,বিনিয়োগ বাজার,over_fetch,0.3,0.3,3,100,-0.25764423003604164,4.635310033336282,4.757428338052705
uncorrelated,0.05082378076338387,50,19,বিনিয়োগ বাজার,iterative,1.0,1.0,10,320,-0.25764423003604164,27.24186104023829,27.6065482175909
uncorrelated,0.010251037429639672,10,0,বিশ্ববিদ্যালয় ভর্তি,pre_filter,1.0,1.0,10,10,-0.012396275030939935,152.8697360190563,162.1226233895868
uncorrelated,0.010251037429639672,10,0,বিশ্ববিদ্যালয় ভর্তি,post_filter,0.1,0.1,1,10,-0.012396275030939935,3.326738951727748,3.601588209858164
uncorrelated,0.010251037429639672,10,0,বিশ্ববিদ্যালয় ভর্তি,over_fetch,0.1,0.1,1,100,-0.012396275030939935,3.6490600323304534,3.649997810134664
uncorrelated,0.010251037429639672,10,0,বিশ্ববিদ্যালয় ভর্তি,iterative,1.0,1.0,10,1280,-0.012396275030939935,42.14452102314681,42.349082889268175
uncorrelated,0.010251037429639672,10,1,শিক্ষা নীতি পরিবর্তন,pre_filter,1.0,1.0,10,10,0.3222687021241919,150.80384904285893,173.77842707792297
uncorrelated,0.010251037429639672,10,1,শিক্ষা নীতি পরিবর্তন,post_filter,0.0,0.0,0,10,0.3222687021241919,3.312232031021267,3.4266589442268014
uncorrelated,0.010251037429639672,10,1,শিক্ষা নীতি পরিবর্তন,over_fetch,0.2,0.2,2,100,0.3222687021241919,3.560702025424689,3.6275098798796535
uncorrelated,0.010251037429639672,10,1,শিক্ষা নীতি পরিবর্তন,iterative,1.0,1.0,10,640,0.3222687021241919,31.763164966832846,32.57377520785667
uncorrelated,0.010251037429639672,10,2,স্কুল শিক্ষার্থী,pre_filter,1.0,1.0,10,10,-1.0,156.39614302199334,205.16764252679422
uncorrelated,0.010251037429639672,10,2,স্কুল শিক্ষার্থী,post_filter,0.0,0.0,0,10,-1.0,3.529824025463313,3.7195709825027734
uncorrelated,0.010251037429639672,10,2,স্কুল শিক্ষার্থী,over_fetch,0.0,0.0,0,100,-1.0,3.821306978352368,3.883911937009543
uncorrelated,0.010251037429639672,10,2,স্কুল শিক্ষার্থী,iterative,1.0,1.0,10,1280,-1.0,41.64490400580689,46.539772691903636
uncorrelated,0.010251037429639672,10,3,পরীক্ষার ফলাফল,pre_filter,1.0,1.0,10,10,-1.0,149.22452403698117,155.47625877079554
uncorrelated,0.010251037429639672,10,3,পরীক্ষার ফলাফল,post_filter,0.0,0.0,0,10,-1.0,3.4099360345862806,3.4889442729763687
uncorrelated,0.010251037429639672,10,3,পরীক্ষার ফলাফল,over_fetch,0.0,0.0,0,100,-1.0,3.656724002212286,4.022313910536468
uncorrelated,0.010251037429639672,10,3,পরীক্ষার ফলাফল,iterative,0.8,0.8,8,1280,-1.0,43.82399597670883,44.63680578628555
uncorrelated,0.010251037429639672,10,4,নির্বাচন কমিশন,pre_filter,1.0,1.0,10,10,0.3222687021241919,149.7609710204415,159.0609643724747
uncorrelated,0.010251037429639672,10,4,নির্বাচন কমিশন,post_filter,0.0,0.0,0,10,0.3222687021241919,3.3899889676831663,3.5444883978925645
uncorrelated,0.010251037429639672,10,4,নির্বাচন কমিশন,over_fetch,0.1,0.1,1,100,0.3222687021241919,3.7794969975948334,3.8883250090293586
uncorrelated,0.010251037429639672,10,4,নির্বাচন কমিশন,iterative,1.0,1.0,10,640,0.3222687021241919,30.03436600556597,30.589584057452157
uncorrelated,0.010251037429639672,10,5,রাজনৈতিক দল,pre_filter,1.0,1.0,10,10,-1.0,147.09665795089677,147.30260859359987
uncorrelated,0.010251037429639672,10,5,রাজনৈতিক দল,post_filter,0.0,0.0,0,10,-1.0,3.196650999598205,3.2564893015660346
uncorrelated,0.010251037429639672,10,5,রাজনৈতিক দল,over_fetch,0.0,0.0,0,100,-1.0,3.7103359936736524,3.937549114925787
uncorrelated,0.010251037429639672,10,5,রাজনৈতিক দল,iterative,1.0,1.0,10,640,-1.0,28.475119033828378,28.758960083359852
uncorrelated,0.010251037429639672,10,6,সংসদ নির্বাচন,pre_filter,1.0,1.0,10,10,0.3222687021241919,145.39680397138,148.48996722139418
uncorrelated,0.010251037429639672,10,6,সংসদ নির্বাচন,post_filter,0.0,0.0,0,10,0.3222687021241919,3.240303951315582,3.641457384219393
uncorrelated,0.010251037429639672,10,6,সংসদ নির্বাচন,over_fetch,0.2,0.2,2,100,0.3222687021241919,3.498644975479692,3.5321339790243655
uncorrelated,0.010251037429639672,10,6,সংসদ নির্বাচন,iterative,1.0,1.0,10,1280,0.3222687021241919,43.072751024737954,43.19622290204279
uncorrelated,0.010251037429639672,10,7,মন্ত্রিসভার সিদ্ধান্ত,pre_filter,1.0,1.0,10,10,-0.012396275030939935,148.31563999177888,158.16037459298968
uncorrelated,0.010251037429639672,10,7,মন্ত্রিসভার সিদ্ধান্ত,post_filter,0.0,0.0,0,10,-0.012396275030939935,3.571312001440674,4.543409193865955
uncorrelated,0.010251037429639672,10,7,মন্ত্রিসভার সিদ্ধান্ত,over_fetch,0.2,0.2,2,100,-0.012396275030939935,3.765992005355656,3.9559640164952725
uncorrelated,0.010251037429639672,10,7,মন্ত্রিসভার সিদ্ধান্ত,iterative,0.9,1.0,10,640,-0.012396275030939935,32.13806601706892,32.32735217898153
uncorrelated,0.010251037429639672,10,8,কৃত্রিম বুদ্ধিমত্তা,pre_filter,1.0,1.0,10,10,-0.012396275030939935,147.84289302770048,155.9228005236946
uncorrelated,0.010251037429639672,10,8,কৃত্রিম বুদ্ধিমত্তা,post_filter,0.0,0.0,0,10,-0.012396275030939935,3.446515998803079,3.4821784822270274
uncorrelated,0.010251037429639672,10,8,কৃত্রিম বুদ্ধিমত্তা,over_fetch,0.1,0.1,1,100,-0.012396275030939935,3.6658509634435177,3.6689901957288384
uncorrelated,0.010251037429639672,10,8,কৃত্রিম বুদ্ধিমত্তা,iterative,1.0,1.0,10,1280,-0.012396275030939935,47.024043975397944,48.22910799412057
uncorrelated,0.010251037429639672,10,9,তথ্য প্রযুক্তি,pre_filter,1.0,1.0,10,10,-1.0,148.25078699504957,151.0669706738554
uncorrelated,0.010251037429639672,10,9,তথ্য প্রযুক্তি,post_filter,0.0,0.0,0,10,-1.0,3.350722952745855,3.390967403538525
uncorrelated,0.010251037429639672,10,9,তথ্য প্রযুক্তি,over_fetch,0.0,0.0,0,100,-1.0,3.907739999704063,3.916748135816306
uncorrelated,0.010251037429639672,10,9,তথ্য প্রযুক্তি,iterative,1.0,1.0,10,1280,-1.0,45.3448899788782,45.75304093887098
uncorrelated,0.010251037429639672,10,10,মোবাইল ইন্টারনেট,pre_filter,1.0,1.0,10,10,0.3222687021241919,156.7006210098043,162.10993329877965
uncorrelated,0.010251037429639672,10,10,মোবাইল ইন্টারনেট,post_filter,0.0,0.0,0,10,0.3222687021241919,3.4994559828191996,3.5518549266271293
uncorrelated,0.010251037429639672,10,10,মোবাইল ইন্টারনেট,over_fetch,0.2,0.2,2,100,0.3222687021241919,3.7288410239852965,3.8273343059699982
uncorrelated,0.010251037429639672,10,10,মোবাইল ইন্টারনেট,iterative,1.0,1.0,10,1280,0.3222687021241919,44.97789399465546,46.1234085727483
uncorrelated,0.010251037429639672,10,11,সাইবার নিরাপত্তা,pre_filter,1.0,1.0,10,10,0.3222687021241919,150.30573401600122,165.4606378171593
uncorrelated,0.010251037429639672,10,11,সাইবার নিরাপত্তা,post_filter,0.0,0.0,0,10,0.3222687021241919,3.5072409664280713,3.6177087924443185
uncorrelated,0.010251037429639672,10,11,সাইবার নিরাপত্তা,over_fetch,0.2,0.2,2,100,0.3222687021241919,3.8137519732117653,3.8422738609369844
uncorrelated,0.010251037429639672,10,11,সাইবার নিরাপত্তা,iterative,1.0,1.0,10,1280,0.3222687021241919,43.17885194905102,43.55041972594336
uncorrelated,0.010251037429639672,10,12,বাংলাদেশ ক্রিকেট দল,pre_filter,1.0,1.0,10,10,0.3222687021241919,147.5528529845178,148.2057994173374
uncorrelated,0.010251037429639672,10,12,বাংলাদেশ ক্রিকেট দল,post_filter,0.0,0.0,0,10,0.3222687021241919,3.3722860389389098,3.5453955992124975
uncorrelated,0.010251037429639672,10,12,বাংলাদেশ ক্রিকেট দল,over_fetch,0.2,0.2,2,100,0.3222687021241919,3.794985997956246,3.7976644351147115
uncorrelated,0.010251037429639672,10,12,বাংলাদেশ ক্রিকেট দল,iterative,1.0,1.0,10,1280,0.3222687021241919,40.602997003588825,40.86376393097453
uncorrelated,0.010251037429639672,10,13,ফুটবল ম্যাচ,pre_filter,1.0,1.0,10,10,-0.012396275030939935,148.002386034932,153.7429144664202
uncorrelated,0.010251037429639672,10,13,ফুটবল ম্যাচ,post_filter,0.0,0.0,0,10,-0.012396275030939935,3.4757819958031178,3.4899741294793785
uncorrelated,0.010251037429639672,10,13,ফুটবল ম্যাচ,over_fetch,0.1,0.1,1,100,-0.012396275030939935,3.7029620143584907,4.404475132469088
uncorrelated,0.010251037429639672,10,13,ফুটবল ম্যাচ,iterative,1.0,1.0,10,1280,-0.012396275030939935,43.196555983740836,43.378214666154236
uncorrelated,0.010251037429639672,10,14,বিশ্বকাপ ক্রিকেট,pre_filter,1.0,1.0,10,10,-1.0,144.62494099279866,152.86997868679464
uncorrelated,0.010251037429639672,10,14,বিশ্বকাপ ক্রিকেট,post_filter,0.0,0.0,0,10,-1.0,3.4890560200437903,3.5539973294362426
uncorrelated,0.010251037429639672,10,14,বিশ্বকাপ ক্রিকেট,over_fetch,0.0,0.0,0,100,-1.0,3.745542955584824,3.745749988593161
uncorrelated,0.010251037429639672,10,14,বিশ্বকাপ ক্রিকেট,iterative,1.0,1.0,10,1280,-1.0,45.42161599965766,46.490556810749695
uncorrelated,0.010251037429639672,10,15,খেলোয়াড় নির্বাচন,pre_filter,1.0,1.0,10,10,0.3222687021241919,152.5312539888546,154.53508776263334
uncorrelated,0.010251037429639672,10,15,খেলোয়াড় নির্বাচন,post_filter,0.0,0.0,0,10,0.3222687021241919,3.358289017342031,3.361408394994214
uncorrelated,0.010251037429639672,10,15,খেলোয়াড় নির্বাচন,over_fetch,0.2,0.2,2,100,0.3222687021241919,3.652165993116796,3.7174763157963753
uncorrelated,0.010251037429639672,10,15,খেলোয়াড় নির্বাচন,iterative,1.0,1.0,10,1280,0.3222687021241919,42.533027997706085,43.103990668896586
uncorrelated,0.010251037429639672,10,16,শেয়ার বাজার,pre_filter,1.0,1.0,10,10,0.3222687021241919,149.84319603536278,150.245530216489
uncorrelated,0.010251037429639672,10,16,শেয়ার বাজার,post_filter,0.0,0.0,0,10,0.3222687021241919,3.566152008716017,3.6314811906777322
uncorrelated,0.010251037429639672,10,16,শেয়ার বাজার,over_fetch,0.2,0.2,2,100,0.3222687021241919,3.9976609987206757,4.0427735017146915
uncorrelated,0.010251037429639672,10,16,শেয়ার বাজার,iterative,1.0,1.0,10,1280,0.3222687021241919,45.049149019178,46.36810707161203
uncorrelated,0.010251037429639672,10,17,ব্যাংক ঋণ,pre_filter,1.0,1.0,10,10,-0.012396275030939935,155.84540797863156,157.08549462724477
uncorrelated,0.010251037429639672,10,17,ব্যাংক ঋণ,post_filter,0.0,0.0,0,10,-0.012396275030939935,3.2622870057821274,3.288210608297959
uncorrelated,0.010251037429639672,10,17,ব্যাংক ঋণ,over_fetch,0.1,0.1,1,100,-0.012396275030939935,3.696940024383366,4.124756815144792
uncorrelated,0.010251037429639672,10,17,ব্যাংক ঋণ,iterative,1.0,1.0,10,640,-0.012396275030939935,29.576316999737173,29.933087836252525
uncorrelated,0.010251037429639672,10,18,অর্থনৈতিক প্রবৃদ্ধি,pre_filter,1.0,1.0,10,10,0.3222687021241919,148.0701639666222,151.2003235227894
uncorrelated,0.010251037429639672,10,18,অর্থনৈতিক প্রবৃদ্ধি,post_filter,0.0,0.0,0,10,0.3222687021241919,4.018030012957752,4.045541200321168
uncorrelated,0.010251037429639672,10,18,অর্থনৈতিক প্রবৃদ্ধি,over_fetch,0.2,0.2,2,100,0.3222687021241919,3.5440510255284607,3.718387329718098
uncorrelated,0.010251037429639672,10,18,অর্থনৈতিক প্রবৃদ্ধি,iterative,1.0,1.0,10,1280,0.3222687021241919,42.85741300554946,43.52398359333165
uncorrelated,0.010251037429639672,10,19,বিনিয়োগ বাজার,pre_filter,1.0,1.0,10,10,-1.0,148.03261298220605,156.3410944014322
uncorrelated,0.010251037429639672,10,19,বিনিয়োগ বাজার,post_filter,0.0,0.0,0,10,-1.0,3.509405010845512,3.9479795028455555
uncorrelated,0.010251037429639672,10,19,বিনিয়োগ বাজার,over_fetch,0.0,0.0,0,100,-1.0,3.7012689863331616,3.753595007583499
uncorrelated,0.010251037429639672,10,19,বিনিয়োগ বাজার,iterative,1.0,1.0,10,1280,-1.0,42.27052896749228,44.99772522831336
uncorrelated,0.005300135584863799,5,0,বিশ্ববিদ্যালয় ভর্তি,pre_filter,1.0,1.0,10,10,-1.0,136.2599179847166,136.68835671269335
uncorrelated,0.005300135584863799,5,0,বিশ্ববিদ্যালয় ভর্তি,post_filter,0.0,0.0,0,10,-1.0,3.7992349825799465,3.82021761033684
uncorrelated,0.005300135584863799,5,0,বিশ্ববিদ্যালয় ভর্তি,over_fetch,0.0,0.0,0,100,-1.0,4.050561983603984,4.417809675214812
uncorrelated,0.005300135584863799,5,0,বিশ্ববিদ্যালয় ভর্তি,iterative,1.0,1.0,10,1280,-1.0,47.59491700679064,47.67884825123474
uncorrelated,0.005300135584863799,5,1,শিক্ষা নীতি পরিবর্তন,pre_filter,1.0,1.0,10,10,-1.0,131.73135998658836,137.25762460380793
uncorrelated,0.005300135584863799,5,1,শিক্ষা নীতি পরিবর্তন,post_filter,0.0,0.0,0,10,-1.0,3.3872629865072668,3.43193449662067
uncorrelated,0.005300135584863799,5,1,শিক্ষা নীতি পরিবর্তন,over_fetch,0.0,0.0,0,100,-1.0,3.8133219932205975,3.813808038830757
uncorrelated,0.005300135584863799,5,1,শিক্ষা নীতি পরিবর্তন,iterative,1.0,1.0,10,1280,-1.0,42.93955798493698,49.81020930572413
uncorrelated,0.005300135584863799,5,2,স্কুল শিক্ষার্থী,pre_filter,1.0,1.0,10,10,-1.0,134.02935699559748,134.38209760352038
uncorrelated,0.005300135584863799,5,2,স্কুল শিক্ষার্থী,post_filter,0.0,0.0,0,10,-1.0,3.6370070301927626,3.8217311317566782
uncorrelated,0.005300135584863799,5,2,স্কুল শিক্ষার্থী,over_fetch,0.0,0.0,0,100,-1.0,4.096749005839229,4.108264535898343
uncorrelated,0.005300135584863799,5,2,স্কুল শিক্ষার্থী,iterative,0.7,0.7,7,1280,-1.0,43.70945901609957,46.07007258455269
uncorrelated,0.005300135584863799,5,3,পরীক্ষার ফলাফল,pre_filter,1.0,1.0,10,10,-1.0,135.6245229835622,157.46369443950243
uncorrelated,0.005300135584863799,5,3,পরীক্ষার ফলাফল,post_filter,0.0,0.0,0,10,-1.0,3.607521008234471,3.6535443097818643
