selectivity,mult,query_idx,recall_at_k,completeness_at_k,candidates,lat_p50_ms
0.05082378076338387,50,11,1.0,1.0,500,7.503699976950884
0.05082378076338387,100,11,1.0,1.0,1000,11.38586102752015
0.05082378076338387,1,12,0.0,0.0,10,4.214380984194577
0.05082378076338387,2,12,0.1,0.1,20,5.8317589573562145
0.05082378076338387,5,12,0.3,0.3,50,5.484869994688779
0.05082378076338387,10,12,0.7,0.7,100,5.957768007647246
0.05082378076338387,20,12,1.0,1.0,200,7.56343302782625
0.05082378076338387,50,12,1.0,1.0,500,9.891969035379589
0.05082378076338387,100,12,1.0,1.0,1000,13.886021974030882
0.05082378076338387,1,13,0.0,0.0,10,5.057761038187891
0.05082378076338387,2,13,0.2,0.2,20,4.343026026617736
0.05082378076338387,5,13,0.4,0.4,50,4.539559013210237
0.05082378076338387,10,13,0.4,0.4,100,4.606825998052955
0.05082378076338387,20,13,0.9,0.9,200,4.841930989641696
0.05082378076338387,50,13,1.0,1.0,500,6.556603009812534
0.05082378076338387,100,13,1.0,1.0,1000,12.296567962039262
0.05082378076338387,1,14,0.0,0.0,10,4.336853977292776
0.05082378076338387,2,14,0.0,0.0,20,4.283362010028213
0.05082378076338387,5,14,0.0,0.0,50,4.551341000478715
0.05082378076338387,10,14,0.3,0.3,100,4.206095996778458
0.05082378076338387,20,14,0.8,0.8,200,4.9785199807956815
0.05082378076338387,50,14,1.0,1.0,500,7.420731999445707
0.05082378076338387,100,14,1.0,1.0,1000,11.787602968979627
0.05082378076338387,1,15,0.1,0.1,10,4.062793974298984
0.05082378076338387,2,15,0.2,0.2,20,4.696585994679481
0.05082378076338387,5,15,0.3,0.3,50,5.0861749914474785
0.05082378076338387,10,15,0.7,0.7,100,5.6413469719700515
0.05082378076338387,20,15,0.9,0.9,200,6.831214006524533
0.05082378076338387,50,15,1.0,1.0,500,8.67667404236272
0.05082378076338387,100,15,1.0,1.0,1000,11.947075021453202
0.05082378076338387,1,16,0.1,0.1,10,4.407047003041953
0.05082378076338387,2,16,0.2,0.2,20,4.520020971540362
0.05082378076338387,5,16,0.6,0.6,50,4.557441978249699
0.05082378076338387,10,16,0.8,0.8,100,4.517737019341439
0.05082378076338387,20,16,1.0,1.0,200,4.8225949867628515
0.05082378076338387,50,16,1.0,1.0,500,7.250538968946785
0.05082378076338387,100,16,1.0,1.0,1000,13.761045993305743
0.05082378076338387,1,17,0.1,0.1,10,4.322546010371298
0.05082378076338387,2,17,0.2,0.2,20,4.220943956170231
0.05082378076338387,5,17,0.5,0.5,50,4.384703992400318
0.05082378076338387,10,17,0.9,0.9,100,4.675557021982968
0.05082378076338387,20,17,1.0,1.0,200,5.465533991809934
0.05082378076338387,50,17,1.0,1.0,500,6.737465970218182
0.05082378076338387,100,17,1.0,1.0,1000,11.072747001890093
0.05082378076338387,1,18,0.1,0.1,10,4.229840997140855
0.05082378076338387,2,18,0.1,0.1,20,4.489072016440332
0.05082378076338387,5,18,0.2,0.2,50,5.13576902449131
0.05082378076338387,10,18,0.6,0.6,100,4.778682021424174
0.05082378076338387,20,18,1.0,1.0,200,4.963502986356616
0.05082378076338387,50,18,1.0,1.0,500,6.997279007919133
0.05082378076338387,100,18,1.0,1.0,1000,12.500425043981522
0.05082378076338387,1,19,0.0,0.0,10,4.450359963811934
0.05082378076338387,2,19,0.0,0.0,20,4.376970988232642
0.05082378076338387,5,19,0.3,0.3,50,4.268935008440167
0.05082378076338387,10,19,0.3,0.3,100,4.546772048342973
0.05082378076338387,20,19,1.0,1.0,200,5.216821969952434
0.05082378076338387,50,19,1.0,1.0,500,6.697940989397466
0.05082378076338387,100,19,1.0,1.0,1000,11.31217199144885
0.010251037429639672,1,0,0.1,0.1,10,3.7716020015068352
0.010251037429639672,2,0,0.1,0.1,20,3.869376960210502
0.010251037429639672,5,0,0.1,0.1,50,3.9769019931554794
0.010251037429639672,10,0,0.1,0.1,100,4.183512995950878
0.010251037429639672,20,0,0.2,0.2,200,4.78584598749876
0.010251037429639672,50,0,0.6,0.6,500,6.298412976320833
0.010251037429639672,100,0,1.0,1.0,1000,10.870022990275174
0.010251037429639672,1,1,0.0,0.0,10,4.110013949684799
0.010251037429639672,2,1,0.0,0.0,20,4.193272034171969
0.010251037429639672,5,1,0.1,0.1,50,4.2297610198147595
0.010251037429639672,10,1,0.2,0.2,100,4.369153990410268
0.010251037429639672,20,1,0.2,0.2,200,4.655227996408939
0.010251037429639672,50,1,0.8,0.8,500,6.956802972126752
0.010251037429639672,100,1,1.0,1.0,1000,12.049560027662665
0.010251037429639672,1,2,0.0,0.0,10,3.927207028027624
0.010251037429639672,2,2,0.0,0.0,20,4.049018956720829
0.010251037429639672,5,2,0.0,0.0,50,4.081299004610628
0.010251037429639672,10,2,0.0,0.0,100,4.420622019097209
0.010251037429639672,20,2,0.1,0.1,200,4.8440860118716955
